596,2021-05-30 10-39-20,951,324,662
597,2021-05-30 10-39-30,961,322,674
598,2021-05-30 10-39-40,967,324,679
599,2021-05-30 10-39-50,954,323,666
600,2021-05-30 10-40-00,950,324,661
601,2021-05-30 10-40-10,949,324,659
602,2021-05-30 10-40-20,947,325,656
603,2021-05-30 10-40-30,947,325,656
604,2021-05-30 10-40-40,950,327,657
605,2021-05-30 10-40-50,956,328,662
606,2021-05-30 10-41-00,959,328,664
607,2021-05-30 10-41-10,957,330,661
608,2021-05-30 10-41-20,954,331,656
609,2021-05-30 10-41-30,932,331,632
610,2021-05-30 10-41-40,925,332,624
611,2021-05-30 10-41-50,943,334,641
612,2021-05-30 10-42-00,940,334,638
613,2021-05-30 10-42-10,942,334,640
614,2021-05-30 10-42-20,939,334,636
615,2021-05-30 10-42-30,937,335,633
616,2021-05-30 10-42-40,921,335,616
617,2021-05-30 10-42-50,928,335,623
618,2021-05-30 10-43-00,931,336,625
619,2021-05-30 10-43-10,930,336,624
620,2021-05-30 10-43-20,872,336,563
621,2021-05-30 10-43-30,948,339,640
622,2021-05-30 10-43-40,946,339,637
623,2021-05-30 10-43-50,907,340,595
624,2021-05-30 10-44-00,941,342,629
625,2021-05-30 10-44-10,954,343,641
626,2021-05-30 10-44-20,970,344,657
627,2021-05-30 10-44-30,967,345,653
628,2021-05-30 10-44-40,974,346,659
629,2021-05-30 10-44-50,977,347,661
630,2021-05-30 10-45-00,972,348,655
631,2021-05-30 10-45-10,965,348,647
632,2021-05-30 10-45-20,965,348,647
633,2021-05-30 10-45-30,975,349,657
634,2021-05-30 10-45-40,972,348,654
635,2021-05-30 10-45-50,965,348,647
636,2021-05-30 10-46-00,965,349,646
637,2021-05-30 10-46-10,964,348,645
638,2021-05-30 10-46-20,965,349,646
639,2021-05-30 10-46-30,965,349,645
640,2021-05-30 10-46-40,973,349,653
641,2021-05-30 10-46-50,976,349,656
642,2021-05-30 10-47-00,982,350,662
643,2021-05-30 10-47-10,989,350,668
644,2021-05-30 10-47-20,989,350,668
645,2021-05-30 10-47-30,992,350,671
646,2021-05-30 10-47-40,995,350,674
647,2021-05-30 10-47-50,998,351,676
648,2021-05-30 10-48-00,1003,350,683
649,2021-05-30 10-48-10,998,351,676
650,2021-05-30 10-48-20,990,351,668
651,2021-05-30 10-48-30,989,352,666
652,2021-05-30 10-48-40,989,352,666
653,2021-05-30 10-48-50,985,352,661
654,2021-05-30 10-49-00,982,352,658
655,2021-05-30 10-49-10,980,353,655
656,2021-05-30 10-49-20,978,353,653
657,2021-05-30 10-49-30,978,353,653
658,2021-05-30 10-49-40,977,354,651
659,2021-05-30 10-49-50,973,354,647
660,2021-05-30 10-50-00,963,354,636
661,2021-05-30 10-50-10,958,354,631
662,2021-05-30 10-50-20,961,354,633
663,2021-05-30 10-50-30,968,355,640
664,2021-05-30 10-50-40,970,355,641
665,2021-05-30 10-50-50,975,356,645
